year,month,district,department,request_count,avg_response_time,resolution_rate,priority_critical_count,priority_high_count,priority_medium_count,priority_low_count
2022,6,Industrial,Utilities,12,66.0,0.758,1,9,12,15
2022,6,Industrial,Environmental Services,11,92.3,0.86,2,8,17,8
2022,6,Industrial,Code Enforcement,16,44.5,0.878,2,10,7,7
2022,6,Industrial,Permits & Licensing,29,55.1,0.874,0,6,19,19
2022,6,Midtown,Public Works,22,83.2,0.701,1,11,6,17
2022,6,Midtown,Parks & Recreation,29,74.5,0.728,4,7,18,17
2022,6,Midtown,Building & Safety,19,45.4,0.73,3,8,16,18
2022,6,Midtown,Transportation,15,76.2,0.712,2,8,5,8
2022,6,Midtown,Utilities,19,24.1,0.843,1,6,25,5
2022,6,Midtown,Environmental Services,16,36.3,0.678,0,6,21,19
2022,6,Midtown,Code Enforcement,22,41.1,0.753,5,3,13,10
2022,6,Midtown,Permits & Licensing,8,58.3,0.662,0,3,16,4
2022,6,University,Public Works,30,93.9,0.843,1,7,11,13
2022,6,University,Parks & Recreation,18,47.3,0.736,2,13,13,9
2022,6,University,Building & Safety,27,56.3,0.819,4,4,22,11
2022,6,University,Transportation,5,34.5,0.701,2,6,16,15
2022,6,University,Utilities,17,85.9,0.719,4,14,25,3
2022,6,University,Environmental Services,20,51.4,0.885,5,10,9,15
2022,6,University,Code Enforcement,12,71.7,0.742,1,13,11,18
2022,6,University,Permits & Licensing,12,73.2,0.655,4,11,22,17
2022,6,Harbor,Public Works,39,77.0,0.781,3,7,7,13
2022,6,Harbor,Parks & Recreation,15,82.5,0.908,3,14,18,9
2022,6,Harbor,Building & Safety,19,90.7,0.896,3,15,22,3
2022,6,Harbor,Transportation,16,60.9,0.747,1,11,9,12
2022,6,Harbor,Utilities,28,57.5,0.836,0,9,16,13
2022,6,Harbor,Environmental Services,12,87.6,0.706,3,8,17,20
2022,6,Harbor,Code Enforcement,14,90.1,0.87,2,11,5,4
2022,6,Harbor,Permits & Licensing,9,94.5,0.888,1,7,23,15
2022,7,Downtown,Public Works,23,44.2,0.679,1,8,7,20
2022,7,Downtown,Parks & Recreation,23,32.1,0.729,1,9,8,13
2022,7,Downtown,Building & Safety,23,68.2,0.867,3,12,14,5
2022,7,Downtown,Transportation,10,88.7,0.818,0,12,22,8
2022,7,Downtown,Utilities,6,24.4,0.7,5,11,20,3
2022,7,Downtown,Environmental Services,10,31.2,0.748,1,3,17,12
2022,7,Downtown,Code Enforcement,11,60.1,0.662,1,6,21,5
2022,7,Downtown,Permits & Licensing,19,49.1,0.698,0,7,21,3
2022,7,Northside,Public Works,14,70.6,0.775,2,15,18,15
2022,7,Northside,Parks & Recreation,14,59.7,0.765,0,4,22,16
2022,7,Northside,Building & Safety,20,92.8,0.708,5,3,17,9
2022,7,Northside,Transportation,9,61.2,0.849,1,6,18,18
2022,7,Northside,Utilities,10,64.1,0.901,4,11,14,9
2022,7,Northside,Environmental Services,21,51.2,0.775,5,12,19,11
2022,7,Northside,Code Enforcement,11,30.4,0.814,0,4,19,5
2022,7,Northside,Permits & Licensing,17,44.8,0.693,4,14,12,19
2022,7,Southside,Public Works,21,63.2,0.794,4,9,19,17
2022,7,Southside,Parks & Recreation,32,29.5,0.839,0,13,7,12
2022,7,Southside,Building & Safety,25,68.9,0.701,3,7,14,15
2022,7,Southside,Transportation,24,57.8,0.844,1,8,12,8
2022,7,Southside,Utilities,24,62.1,0.757,5,8,19,15
2022,7,Southside,Environmental Services,26,47.2,0.815,1,13,23,6
2022,7,Southside,Code Enforcement,17,91.6,0.831,5,2,12,8
2022,7,Southside,Permits & Licensing,13,29.4,0.774,5,10,14,5
2022,7,Eastgate,Public Works,37,88.1,0.676,5,13,11,18
2022,7,Eastgate,Parks & Recreation,25,95.2,0.906,4,3,16,5
2022,7,Eastgate,Building & Safety,29,29.6,0.902,0,10,15,16
2022,7,Eastgate,Transportation,19,50.1,0.878,1,6,11,19
2022,7,Eastgate,Utilities,6,54.1,0.769,3,2,7,17
2022,7,Eastgate,Environmental Services,17,69.7,0.859,2,13,17,9
2022,7,Eastgate,Code Enforcement,17,26.4,0.81,0,2,13,6
2022,7,Eastgate,Permits & Licensing,27,37.4,0.743,1,7,19,18
2022,7,Westbrook,Public Works,26,49.1,0.777,0,3,22,10
2022,7,Westbrook,Parks & Recreation,37,48.1,0.679,3,4,20,11
2022,7,Westbrook,Building & Safety,10,34.5,0.659,1,15,5,6
2022,7,Westbrook,Transportation,10,57.9,0.908,2,3,22,15
2022,7,Westbrook,Utilities,10,32.3,0.905,0,12,5,11
2022,7,Westbrook,Environmental Services,9,76.8,0.822,3,7,10,9
2022,7,Westbrook,Code Enforcement,27,70.5,0.873,0,12,22,9
2022,7,Westbrook,Permits & Licensing,19,31.7,0.786,5,2,25,19
2022,7,Riverside,Public Works,35,74.2,0.808,5,13,8,15
2022,7,Riverside,Parks & Recreation,37,84.0,0.67,2,9,6,3
2022,7,Riverside,Building & Safety,6,73.7,0.794,3,14,11,10
2022,7,Riverside,Transportation,16,51.3,0.742,1,5,7,3
2022,7,Riverside,Utilities,18,68.7,0.891,0,2,15,9
2022,7,Riverside,Environmental Services,26,59.7,0.873,5,3,12,6
2022,7,Riverside,Code Enforcement,30,53.0,0.678,5,4,10,4
2022,7,Riverside,Permits & Licensing,18,28.4,0.664,4,3,15,13
2022,7,Highland,Public Works,30,51.4,0.741,5,5,24,9
2022,7,Highland,Parks & Recreation,30,75.7,0.851,3,8,8,10
2022,7,Highland,Building & Safety,11,27.7,0.71,0,7,15,8
2022,7,Highland,Transportation,5,43.7,0.798,3,12,15,3
2022,7,Highland,Utilities,17,34.4,0.686,1,9,12,5
2022,7,Highland,Environmental Services,26,92.0,0.867,2,12,24,14
2022,7,Highland,Code Enforcement,6,37.0,0.76,0,5,18,12
2022,7,Highland,Permits & Licensing,29,49.6,0.864,4,9,8,20
2022,7,Lakewood,Public Works,42,60.7,0.685,4,4,13,6
2022,7,Lakewood,Parks & Recreation,33,77.2,0.757,2,12,17,7
2022,7,Lakewood,Building & Safety,15,42.9,0.751,1,12,15,18
2022,7,Lakewood,Transportation,7,59.8,0.743,2,2,24,17
2022,7,Lakewood,Utilities,17,41.4,0.758,4,12,12,19
2022,7,Lakewood,Environmental Services,23,25.4,0.859,5,2,12,3
2022,7,Lakewood,Code Enforcement,24,36.3,0.662,0,6,12,16
2022,7,Lakewood,Permits & Licensing,29,71.1,0.859,1,11,7,4
2022,7,Industrial,Public Works,12,82.6,0.783,2,9,14,9
2022,7,Industrial,Parks & Recreation,12,38.8,0.849,3,5,25,4
2022,7,Industrial,Building & Safety,12,74.4,0.716,5,11,19,13
2022,7,Industrial,Transportation,9,89.0,0.678,2,7,25,4
2022,7,Industrial,Utilities,21,94.8,0.882,3,12,14,3
2022,7,Industrial,Environmental Services,12,73.5,0.903,5,7,15,10
2022,7,Industrial,Code Enforcement,11,76.0,0.701,4,2,12,10
2022,7,Industrial,Permits & Licensing,24,55.8,0.669,3,10,15,8
2022,7,Midtown,Public Works,26,52.1,0.85,5,2,7,18
2022,7,Midtown,Parks & Recreation,9,51.8,0.739,1,2,25,7
2022,7,Midtown,Building & Safety,11,66.9,0.885,1,3,10,20
2022,7,Midtown,Transportation,30,27.4,0.754,1,5,21,5
2022,7,Midtown,Utilities,18,35.4,0.838,5,9,14,8
2022,7,Midtown,Environmental Services,28,31.6,0.829,1,5,18,8
2022,7,Midtown,Code Enforcement,24,44.6,0.704,1,6,14,17
2022,7,Midtown,Permits & Licensing,25,91.4,0.655,1,6,20,5
2022,7,University,Public Works,22,55.5,0.656,3,8,10,18
2022,7,University,Parks & Recreation,26,58.8,0.785,3,10,24,16
2022,7,University,Building & Safety,29,47.2,0.686,1,15,20,3
2022,7,University,Transportation,29,51.1,0.832,3,8,7,12
2022,7,University,Utilities,24,80.3,0.793,4,4,22,8
2022,7,University,Environmental Services,13,66.5,0.704,3,9,14,17
2022,7,University,Code Enforcement,14,44.7,0.694,3,10,24,18
2022,7,University,Permits & Licensing,7,41.9,0.711,2,4,20,9
2022,7,Harbor,Public Works,12,61.4,0.802,1,2,5,19
2022,7,Harbor,Parks & Recreation,39,92.0,0.703,5,7,20,15
2022,7,Harbor,Building & Safety,18,70.2,0.871,3,13,16,15
2022,7,Harbor,Transportation,20,64.3,0.719,2,12,23,5
2022,7,Harbor,Utilities,18,42.9,0.661,0,3,17,8
2022,7,Harbor,Environmental Services,11,46.0,0.851,3,6,16,19
2022,7,Harbor,Code Enforcement,27,27.4,0.709,3,12,16,4
2022,7,Harbor,Permits & Licensing,25,74.8,0.861,3,8,12,10
2022,8,Downtown,Public Works,28,56.8,0.838,0,15,16,3
2022,8,Downtown,Parks & Recreation,37,51.9,0.693,5,12,9,11
2022,8,Downtown,Building & Safety,24,52.7,0.807,3,12,9,11
2022,8,Downtown,Transportation,12,92.3,0.669,4,11,10,3
2022,8,Downtown,Utilities,8,60.5,0.739,0,12,17,15
2022,8,Downtown,Environmental Services,27,60.6,0.656,4,3,21,9
2022,8,Downtown,Code Enforcement,18,46.5,0.871,1,15,18,11
2022,8,Downtown,Permits & Licensing,27,63.9,0.772,2,10,22,15
2022,8,Northside,Public Works,32,44.6,0.73,2,13,18,5
2022,8,Northside,Parks & Recreation,11,51.6,0.876,5,11,16,7
2022,8,Northside,Building & Safety,13,93.6,0.768,5,5,17,12
2022,8,Northside,Transportation,5,52.3,0.879,1,15,20,3
2022,8,Northside,Utilities,8,54.7,0.799,0,14,18,19
2022,8,Northside,Environmental Services,18,40.6,0.851,5,6,18,8
2022,8,Northside,Code Enforcement,10,62.3,0.868,2,4,9,9
2022,8,Northside,Permits & Licensing,20,80.2,0.708,1,10,8,17
2022,8,Southside,Public Works,32,75.5,0.866,1,4,11,4
2022,8,Southside,Parks & Recreation,39,48.9,0.697,1,14,11,11
2022,8,Southside,Building & Safety,18,24.2,0.772,3,12,24,6
2022,8,Southside,Transportation,25,49.4,0.8,1,3,14,5
2022,8,Southside,Utilities,17,37.5,0.882,0,6,7,13
2022,8,Southside,Environmental Services,5,42.6,0.711,4,5,20,18
2022,8,Southside,Code Enforcement,26,58.6,0.785,0,2,6,11
2022,8,Southside,Permits & Licensing,29,39.5,0.723,0,12,23,4
2022,8,Eastgate,Public Works,11,36.2,0.844,1,10,5,15
2022,8,Eastgate,Parks & Recreation,33,79.4,0.775,4,14,13,18
2022,8,Eastgate,Building & Safety,20,75.4,0.849,2,11,18,13
2022,8,Eastgate,Transportation,16,34.0,0.911,5,7,15,10
2022,8,Eastgate,Utilities,16,83.1,0.705,5,8,17,4
2022,8,Eastgate,Environmental Services,16,37.4,0.684,2,14,8,3
2022,8,Eastgate,Code Enforcement,19,34.0,0.852,5,8,9,3
2022,8,Eastgate,Permits & Licensing,24,57.8,0.861,0,15,21,11
2022,8,Westbrook,Public Works,37,77.7,0.813,1,7,19,18
2022,8,Westbrook,Parks & Recreation,29,73.4,0.655,3,12,11,3
2022,8,Westbrook,Building & Safety,25,46.4,0.822,2,2,25,14
2022,8,Westbrook,Transportation,6,24.7,0.659,5,7,19,10
2022,8,Westbrook,Utilities,24,85.3,0.835,3,8,24,5
2022,8,Westbrook,Environmental Services,16,43.1,0.836,3,9,8,15
2022,8,Westbrook,Code Enforcement,14,81.1,0.733,4,5,9,19
2022,8,Westbrook,Permits & Licensing,23,26.6,0.902,5,10,6,7
2022,8,Riverside,Public Works,28,48.9,0.679,0,6,22,17
2022,8,Riverside,Parks & Recreation,14,59.4,0.857,3,3,20,20
2022,8,Riverside,Building & Safety,12,40.0,0.723,1,5,10,5
2022,8,Riverside,Transportation,8,41.5,0.918,3,13,5,8
2022,8,Riverside,Utilities,15,38.2,0.805,3,14,13,10
2022,8,Riverside,Environmental Services,28,90.6,0.69,2,12,20,6
2022,8,Riverside,Code Enforcement,26,93.9,0.906,1,10,25,18
2022,8,Riverside,Permits & Licensing,7,87.7,0.708,5,7,12,5
2022,8,Highland,Public Works,35,69.7,0.855,2,8,17,20
2022,8,Highland,Parks & Recreation,25,95.0,0.699,1,5,13,6
2022,8,Highland,Building & Safety,14,79.2,0.741,0,3,7,13
2022,8,Highland,Transportation,28,36.6,0.764,4,5,8,14
2022,8,Highland,Utilities,9,81.2,0.776,2,8,23,3
2022,8,Highland,Environmental Services,14,62.7,0.919,0,11,22,9
2022,8,Highland,Code Enforcement,17,52.7,0.816,3,7,16,7
2022,8,Highland,Permits & Licensing,21,50.3,0.756,5,11,23,10
2022,8,Lakewood,Public Works,11,74.1,0.903,3,2,22,17
2022,8,Lakewood,Parks & Recreation,21,63.0,0.857,1,15,14,10
2022,8,Lakewood,Building & Safety,20,30.4,0.707,5,9,9,12
2022,8,Lakewood,Transportation,9,60.2,0.655,5,12,6,13
2022,8,Lakewood,Utilities,14,42.2,0.79,4,13,8,11
2022,8,Lakewood,Environmental Services,27,25.1,0.721,4,9,25,9
2022,8,Lakewood,Code Enforcement,20,61.0,0.805,2,13,17,4
2022,8,Lakewood,Permits & Licensing,30,90.7,0.824,2,4,11,10
2022,8,Industrial,Public Works,37,53.9,0.901,5,2,10,18
2022,8,Industrial,Parks & Recreation,39,80.5,0.704,3,6,10,3
2022,8,Industrial,Building & Safety,22,33.4,0.832,3,7,18,18
2022,8,Industrial,Transportation,16,64.3,0.863,3,8,7,19
2022,8,Industrial,Utilities,28,77.2,0.819,2,6,11,20
2022,8,Industrial,Environmental Services,17,95.0,0.794,0,4,15,4
2022,8,Industrial,Code Enforcement,27,32.1,0.874,2,9,25,8
2022,8,Industrial,Permits & Licensing,23,42.1,0.86,1,9,20,12
2022,8,Midtown,Public Works,12,92.9,0.838,1,5,11,3
2022,8,Midtown,Parks & Recreation,22,66.9,0.774,5,15,23,6
2022,8,Midtown,Building & Safety,26,50.2,0.745,1,8,18,8
2022,8,Midtown,Transportation,6,69.8,0.853,0,7,20,8
2022,8,Midtown,Utilities,6,72.9,0.704,0,10,25,13
2022,8,Midtown,Environmental Services,23,59.6,0.864,3,4,25,15
2022,8,Midtown,Code Enforcement,12,58.3,0.795,0,3,12,15
2022,8,Midtown,Permits & Licensing,20,79.5,0.829,2,13,24,8
2022,8,University,Public Works,35,53.5,0.892,5,8,7,17
2022,8,University,Parks & Recreation,35,35.7,0.919,3,6,25,17
2022,8,University,Building & Safety,16,32.6,0.654,0,3,8,5
2022,8,University,Transportation,8,88.1,0.716,3,12,21,10
2022,8,University,Utilities,5,76.5,0.869,4,11,23,18
2022,8,University,Environmental Services,13,85.8,0.918,5,13,8,8
2022,8,University,Code Enforcement,17,45.2,0.842,3,12,18,12
2022,8,University,Permits & Licensing,23,32.3,0.76,1,3,15,5
2022,8,Harbor,Public Works,37,85.1,0.749,4,4,17,3
2022,8,Harbor,Parks & Recreation,23,66.6,0.786,4,15,22,19
2022,8,Harbor,Building & Safety,20,70.5,0.913,0,10,23,20
2022,8,Harbor,Transportation,27,28.0,0.805,5,3,11,6
2022,8,Harbor,Utilities,10,86.1,0.78,4,13,10,3
2022,8,Harbor,Environmental Services,22,29.7,0.801,3,14,15,6
2022,8,Harbor,Code Enforcement,6,47.9,0.692,1,11,11,8
2022,8,Harbor,Permits & Licensing,7,85.1,0.791,4,6,6,5
2022,9,Downtown,Public Works,8,91.2,0.868,4,6,16,20
2022,9,Downtown,Parks & Recreation,10,73.9,0.651,3,12,5,10
2022,9,Downtown,Building & Safety,14,54.8,0.703,0,10,14,20
2022,9,Downtown,Transportation,19,89.6,0.697,1,11,20,13
2022,9,Downtown,Utilities,21,44.6,0.79,2,11,22,19
2022,9,Downtown,Environmental Services,11,43.0,0.707,5,3,6,10
2022,9,Downtown,Code Enforcement,6,67.1,0.674,1,4,14,9
2022,9,Downtown,Permits & Licensing,9,28.2,0.751,4,10,11,14
2022,9,Northside,Public Works,13,75.9,0.8,1,13,24,16
2022,9,Northside,Parks & Recreation,7,54.4,0.803,4,6,13,15
2022,9,Northside,Building & Safety,25,50.3,0.903,1,8,19,5
2022,9,Northside,Transportation,13,28.0,0.832,5,8,9,20
2022,9,Northside,Utilities,11,88.2,0.867,0,12,13,9
2022,9,Northside,Environmental Services,27,37.3,0.73,2,11,25,19
2022,9,Northside,Code Enforcement,24,75.6,0.673,1,8,9,13
2022,9,Northside,Permits & Licensing,30,82.5,0.844,3,8,5,10
2022,9,Southside,Public Works,7,76.5,0.677,2,3,22,6
2022,9,Southside,Parks & Recreation,26,75.7,0.834,4,8,7,13
2022,9,Southside,Building & Safety,25,83.8,0.661,0,7,15,11
2022,9,Southside,Transportation,9,25.7,0.751,1,6,5,6
2022,9,Southside,Utilities,17,34.7,0.801,1,8,8,6
2022,9,Southside,Environmental Services,10,90.0,0.756,4,13,14,18
2022,9,Southside,Code Enforcement,8,84.8,0.65,4,7,23,12
2022,9,Southside,Permits & Licensing,22,36.1,0.658,2,11,8,4
2022,9,Eastgate,Public Works,10,47.6,0.895,2,14,17,8
2022,9,Eastgate,Parks & Recreation,16,31.0,0.814,5,12,22,20
2022,9,Eastgate,Building & Safety,24,56.5,0.903,3,9,23,7
2022,9,Eastgate,Transportation,13,32.8,0.707,0,12,21,7
2022,9,Eastgate,Utilities,26,26.1,0.767,1,4,17,11
2022,9,Eastgate,Environmental Services,6,44.0,0.885,5,12,16,10
2022,9,Eastgate,Code Enforcement,26,67.6,0.816,4,8,19,8
2022,9,Eastgate,Permits & Licensing,19,62.3,0.675,2,14,19,19
2022,9,Westbrook,Public Works,14,56.0,0.92,2,8,21,10
2022,9,Westbrook,Parks & Recreation,14,84.1,0.891,5,15,7,12
2022,9,Westbrook,Building & Safety,18,83.3,0.678,2,15,7,5
2022,9,Westbrook,Transportation,7,40.4,0.651,5,5,7,8
2022,9,Westbrook,Utilities,23,45.9,0.679,0,3,14,20
2022,9,Westbrook,Environmental Services,20,58.0,0.833,0,8,21,7
2022,9,Westbrook,Code Enforcement,20,87.0,0.852,3,10,22,6
2022,9,Westbrook,Permits & Licensing,17,91.6,0.665,0,11,11,3
2022,9,Riverside,Public Works,27,24.9,0.829,3,13,22,14
2022,9,Riverside,Parks & Recreation,12,44.8,0.718,5,12,21,4
2022,9,Riverside,Building & Safety,24,47.8,0.723,3,4,21,10
2022,9,Riverside,Transportation,10,60.8,0.769,0,7,9,19
2022,9,Riverside,Utilities,16,60.9,0.832,0,8,20,15
2022,9,Riverside,Environmental Services,10,51.9,0.718,2,3,15,10
2022,9,Riverside,Code Enforcement,22,36.0,0.744,0,6,14,18
2022,9,Riverside,Permits & Licensing,14,77.4,0.854,2,5,5,15
2022,9,Highland,Public Works,11,72.0,0.713,2,12,21,4
2022,9,Highland,Parks & Recreation,19,66.3,0.804,4,15,20,4
2022,9,Highland,Building & Safety,16,58.9,0.798,0,11,19,13
2022,9,Highland,Transportation,14,59.4,0.803,2,3,5,14
2022,9,Highland,Utilities,28,75.5,0.68,1,8,16,3
2022,9,Highland,Environmental Services,8,78.0,0.687,3,9,11,5
2022,9,Highland,Code Enforcement,21,28.8,0.914,4,4,18,6
2022,9,Highland,Permits & Licensing,20,92.9,0.666,0,4,13,10
2022,9,Lakewood,Public Works,20,55.9,0.7,3,7,14,14
2022,9,Lakewood,Parks & Recreation,18,58.9,0.874,1,10,13,6
2022,9,Lakewood,Building & Safety,19,92.4,0.821,5,15,19,8
2022,9,Lakewood,Transportation,9,49.5,0.813,2,13,18,3
2022,9,Lakewood,Utilities,16,46.5,0.896,5,5,8,9
2022,9,Lakewood,Environmental Services,14,86.7,0.801,0,4,17,16
2022,9,Lakewood,Code Enforcement,28,47.4,0.729,2,2,10,9
2022,9,Lakewood,Permits & Licensing,20,26.4,0.87,5,6,8,16
2022,9,Industrial,Public Works,20,56.4,0.738,4,9,9,13
2022,9,Industrial,Parks & Recreation,29,57.9,0.871,3,10,17,7
2022,9,Industrial,Building & Safety,8,33.0,0.882,0,14,5,7
2022,9,Industrial,Transportation,9,88.6,0.906,2,10,5,10
2022,9,Industrial,Utilities,6,52.6,0.709,5,15,15,16
2022,9,Industrial,Environmental Services,24,50.9,0.74,5,2,18,18
2022,9,Industrial,Code Enforcement,14,36.7,0.814,2,9,7,16
2022,9,Industrial,Permits & Licensing,12,58.3,0.884,4,4,21,8
2022,9,Midtown,Public Works,12,26.3,0.824,2,14,8,11
2022,9,Midtown,Parks & Recreation,27,78.9,0.855,1,12,18,9
2022,9,Midtown,Building & Safety,20,87.8,0.847,5,14,8,19
2022,9,Midtown,Transportation,24,90.8,0.74,1,5,23,7
2022,9,Midtown,Utilities,12,60.2,0.654,0,4,17,4
2022,9,Midtown,Environmental Services,13,24.5,0.715,1,4,18,3
2022,9,Midtown,Code Enforcement,24,31.3,0.72,1,3,6,15
2022,9,Midtown,Permits & Licensing,18,36.7,0.658,4,6,25,10
2022,9,University,Public Works,12,89.5,0.652,2,8,20,4
2022,9,University,Parks & Recreation,21,77.0,0.691,3,12,6,12
2022,9,University,Building & Safety,8,89.7,0.891,2,7,13,14
2022,9,University,Transportation,27,71.1,0.832,3,5,15,4
2022,9,University,Utilities,10,24.4,0.916,0,2,6,13
2022,9,University,Environmental Services,11,87.2,0.892,2,9,13,6
2022,9,University,Code Enforcement,18,71.5,0.743,1,6,20,14
2022,9,University,Permits & Licensing,15,88.3,0.729,2,3,8,3
2022,9,Harbor,Public Works,26,64.5,0.677,4,14,9,13
2022,9,Harbor,Parks & Recreation,16,90.4,0.688,5,14,16,19
2022,9,Harbor,Building & Safety,24,40.2,0.801,2,5,25,11
2022,9,Harbor,Transportation,11,79.0,0.817,4,8,7,6
2022,9,Harbor,Utilities,9,40.7,0.65,5,13,24,6
2022,9,Harbor,Environmental Services,6,78.5,0.916,4,12,11,9
2022,9,Harbor,Code Enforcement,27,82.3,0.774,3,3,7,20
2022,9,Harbor,Permits & Licensing,24,89.1,0.761,2,6,20,9
2022,10,Downtown,Public Works,22,61.8,0.779,5,4,6,7
2022,10,Downtown,Parks & Recreation,11,56.2,0.859,3,10,13,20
2022,10,Downtown,Building & Safety,16,61.9,0.736,2,9,25,6
2022,10,Downtown,Transportation,18,42.6,0.66,0,9,18,19
2022,10,Downtown,Utilities,21,66.0,0.712,0,4,24,11
2022,10,Downtown,Environmental Services,27,34.7,0.827,1,6,6,4
2022,10,Downtown,Code Enforcement,30,73.0,0.853,5,5,17,18
2022,10,Downtown,Permits & Licensing,26,60.3,0.891,4,15,21,5
2022,10,Northside,Public Works,10,91.4,0.868,3,14,21,15
2022,10,Northside,Parks & Recreation,22,69.8,0.732,3,8,24,11
2022,10,Northside,Building & Safety,11,94.8,0.724,1,2,10,9
2022,10,Northside,Transportation,23,38.6,0.769,5,2,21,17
2022,10,Northside,Utilities,21,28.1,0.914,5,13,21,11
2022,10,Northside,Environmental Services,14,66.4,0.8,1,6,13,20
2022,10,Northside,Code Enforcement,8,71.2,0.784,1,5,6,20
2022,10,Northside,Permits & Licensing,12,26.3,0.815,2,2,25,7
2022,10,Southside,Public Works,13,75.6,0.763,1,6,6,10
2022,10,Southside,Parks & Recreation,11,78.5,0.711,4,3,5,14
2022,10,Southside,Building & Safety,25,39.9,0.694,4,7,15,5
2022,10,Southside,Transportation,27,50.8,0.879,4,6,9,16
2022,10,Southside,Utilities,24,83.6,0.753,2,7,6,3
2022,10,Southside,Environmental Services,16,66.4,0.845,1,13,13,8
2022,10,Southside,Code Enforcement,13,41.4,0.695,0,10,23,6
2022,10,Southside,Permits & Licensing,28,94.0,0.817,5,13,17,11
2022,10,Eastgate,Public Works,25,94.7,0.741,5,11,22,9
2022,10,Eastgate,Parks & Recreation,19,74.6,0.71,1,7,13,9
2022,10,Eastgate,Building & Safety,23,42.8,0.788,5,14,17,7
2022,10,Eastgate,Transportation,19,47.0,0.695,1,13,18,14
2022,10,Eastgate,Utilities,9,42.9,0.66,3,3,20,8
2022,10,Eastgate,Environmental Services,19,74.7,0.783,1,15,10,9
2022,10,Eastgate,Code Enforcement,23,30.8,0.696,3,13,10,12
2022,10,Eastgate,Permits & Licensing,5,31.4,0.815,2,4,10,15
2022,10,Westbrook,Public Works,26,30.8,0.854,4,5,7,7
2022,10,Westbrook,Parks & Recreation,7,25.5,0.717,3,5,19,15
2022,10,Westbrook,Building & Safety,8,88.1,0.844,5,10,9,3
2022,10,Westbrook,Transportation,24,29.3,0.872,0,8,17,3
2022,10,Westbrook,Utilities,8,59.5,0.879,0,14,25,4
2022,10,Westbrook,Environmental Services,9,67.3,0.834,1,14,7,11
2022,10,Westbrook,Code Enforcement,9,95.5,0.713,5,11,5,3
2022,10,Westbrook,Permits & Licensing,30,68.9,0.774,0,10,15,5
2022,10,Riverside,Public Works,11,26.8,0.654,1,9,23,17
2022,10,Riverside,Parks & Recreation,10,32.6,0.825,2,7,20,7
2022,10,Riverside,Building & Safety,12,64.8,0.799,0,10,13,20
2022,10,Riverside,Transportation,8,26.3,0.777,0,15,6,6
2022,10,Riverside,Utilities,22,90.6,0.757,2,3,21,16
2022,10,Riverside,Environmental Services,9,69.0,0.861,0,5,5,10
2022,10,Riverside,Code Enforcement,18,80.4,0.79,3,4,16,12
2022,10,Riverside,Permits & Licensing,12,85.8,0.756,5,8,8,18
2022,10,Highland,Public Works,10,88.0,0.715,0,5,8,12
2022,10,Highland,Parks & Recreation,16,44.2,0.664,0,11,15,6
2022,10,Highland,Building & Safety,16,81.3,0.763,0,2,24,7
2022,10,Highland,Transportation,10,40.5,0.713,3,10,15,8
2022,10,Highland,Utilities,26,88.9,0.875,3,4,14,12
2022,10,Highland,Environmental Services,16,63.9,0.816,0,6,20,14
2022,10,Highland,Code Enforcement,13,58.2,0.756,5,14,7,3
2022,10,Highland,Permits & Licensing,9,89.9,0.684,5,4,15,7
2022,10,Lakewood,Public Works,17,54.1,0.743,3,13,20,5
2022,10,Lakewood,Parks & Recreation,8,59.9,0.774,4,8,13,7
2022,10,Lakewood,Building & Safety,7,61.4,0.688,2,4,10,15
2022,10,Lakewood,Transportation,16,60.9,0.715,2,9,18,18
2022,10,Lakewood,Utilities,27,37.3,0.668,3,11,25,13
2022,10,Lakewood,Environmental Services,9,78.9,0.765,5,5,17,16
2022,10,Lakewood,Code Enforcement,22,69.1,0.846,3,10,22,18
2022,10,Lakewood,Permits & Licensing,22,72.9,0.777,4,15,12,15
2022,10,Industrial,Public Works,7,51.9,0.752,4,13,18,19
2022,10,Industrial,Parks & Recreation,23,70.1,0.784,5,14,12,5
2022,10,Industrial,Building & Safety,12,85.1,0.886,2,2,11,3
2022,10,Industrial,Transportation,16,36.3,0.687,4,9,9,6
2022,10,Industrial,Utilities,6,69.4,0.731,2,7,9,12
2022,10,Industrial,Environmental Services,19,25.3,0.89,1,15,22,16
2022,10,Industrial,Code Enforcement,12,40.3,0.901,1,15,12,4
2022,10,Industrial,Permits & Licensing,28,75.7,0.856,1,3,9,15
2022,10,Midtown,Public Works,28,38.5,0.713,0,13,18,14
2022,10,Midtown,Parks & Recreation,6,61.5,0.696,5,3,23,5
2022,10,Midtown,Building & Safety,20,46.0,0.737,4,15,10,3
2022,10,Midtown,Transportation,9,35.5,0.705,2,4,7,10
2022,10,Midtown,Utilities,7,80.8,0.695,0,11,18,7
2022,10,Midtown,Environmental Services,29,26.0,0.82,1,9,9,19
2022,10,Midtown,Code Enforcement,27,94.3,0.739,2,9,18,13
2022,10,Midtown,Permits & Licensing,19,32.5,0.804,5,13,5,12
2022,10,University,Public Works,8,89.3,0.862,1,2,25,4
2022,10,University,Parks & Recreation,24,68.8,0.735,1,10,10,3
2022,10,University,Building & Safety,17,63.0,0.675,3,12,19,20
2022,10,University,Transportation,27,72.9,0.846,2,11,21,12
2022,10,University,Utilities,27,93.5,0.72,1,8,10,11
2022,10,University,Environmental Services,7,25.3,0.797,4,8,9,9
2022,10,University,Code Enforcement,17,74.9,0.863,4,2,12,15
